id,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Impulsive,Sensation Seeking,Benzos,Caffeine,Cocaine,LSD,Heroin
23.0,1.09449,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,0.41667,-0.9477899999999999,-0.8473200000000001,1.11406,-0.89891,-0.71126,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
24.0,1.09449,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,1.6038299999999999,-3.27393,-1.2755299999999998,0.28783000000000003,-1.0145,-1.37983,-1.5485799999999998,1.0,1.0,0.0,0.0,0.0
25.0,1.82213,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.14882,0.63779,1.24033,0.7609600000000001,1.46191,-0.21711999999999998,-0.52593,0.0,1.0,0.0,0.0,0.0
26.0,1.09449,-0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,-0.79151,-0.43998999999999994,-1.2755299999999998,0.9415600000000001,-0.00665,-0.21711999999999998,0.40148,0.0,1.0,0.0,0.0,0.0
27.0,1.82213,0.48246000000000006,-1.22751,0.24923,-0.31685,-0.051879999999999996,-1.6334,-3.27393,-0.7609600000000001,0.5848899999999999,0.19268,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
28.0,0.49788000000000004,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,0.52135,-1.23177,-0.019280000000000002,-0.01729,-2.18109,1.8620299999999999,0.40148,0.0,1.0,0.0,0.0,0.0
29.0,0.49788000000000004,0.48246000000000006,1.16365,0.9608200000000001,-0.31685,0.04257,-1.50796,-0.71727,0.28783000000000003,1.3061200000000002,0.19268,-0.52593,0.0,1.0,0.0,0.0,0.0
30.0,1.09449,-0.48246000000000006,1.98437,0.9608200000000001,-0.31685,-1.32828,1.74091,0.8830899999999999,0.9415600000000001,1.81175,-0.21711999999999998,-0.52593,0.0,1.0,0.0,0.0,0.0
31.0,1.09449,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,0.31287,-0.80615,-1.2755299999999998,-1.47955,-0.65253,-1.37983,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
32.0,0.49788000000000004,0.48246000000000006,-1.7379,-0.28519,-0.31685,-1.1943,-0.80615,0.14143,-0.60633,-0.00665,-1.37983,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
33.0,0.49788000000000004,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.79151,-1.23177,-0.019280000000000002,0.43851999999999997,-0.00665,0.19268,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
34.0,-0.9519700000000001,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,0.41667,-0.30033000000000004,0.29338000000000003,1.2861,-0.14277,-0.71126,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
35.0,0.49788000000000004,-0.48246000000000006,0.45468000000000003,-0.57009,0.1144,1.02119,0.63779,0.8830899999999999,-2.90161,-0.78155,0.52975,1.92173,0.0,1.0,0.0,0.0,0.0
36.0,2.59171,-0.48246000000000006,-2.43591,0.9608200000000001,-0.31685,-0.24649000000000001,-0.80615,-2.63199,-0.30172,-0.78155,0.52975,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
37.0,0.49788000000000004,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.24649000000000001,-0.57545,-0.17779,-0.01729,-1.5184,-0.21711999999999998,-0.21575,0.0,1.0,0.0,0.0,0.0
38.0,1.82213,-0.48246000000000006,-2.43591,-0.57009,-0.31685,0.31287,0.32197,1.0623799999999999,0.13136,-0.65253,0.52975,-0.52593,0.0,1.0,0.0,0.0,0.0
39.0,1.09449,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-1.5507799999999998,1.2861,0.29338000000000003,-0.01729,0.7583,-0.21711999999999998,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
40.0,2.59171,0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,-0.24649000000000001,-0.9477899999999999,-1.1190200000000001,-0.7609600000000001,0.41594,-1.37983,-0.21575,0.0,1.0,0.0,0.0,0.0
41.0,0.49788000000000004,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,0.04257,-0.43998999999999994,-0.019280000000000002,-2.07848,0.7583,-0.71126,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
42.0,0.49788000000000004,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,0.82562,0.0033200000000000005,1.0623799999999999,1.81866,-0.40581,-0.21711999999999998,-0.21575,0.0,1.0,0.0,0.0,0.0
43.0,0.49788000000000004,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-0.14882,-0.9477899999999999,-1.2755299999999998,-0.01729,-0.65253,-0.21711999999999998,-0.52593,1.0,1.0,1.0,0.0,0.0
44.0,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21711999999999998,-0.21575,0.0,1.0,1.0,0.0,0.0
45.0,-0.07854,-0.48246000000000006,0.45468000000000003,0.9608200000000001,0.1144,-1.05308,1.45421,0.44585,1.2861,0.9394899999999999,-0.21711999999999998,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
46.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.46725,0.47617,1.24033,0.9415600000000001,1.6308799999999999,-1.37983,-2.07848,0.0,1.0,0.0,0.0,0.0
47.0,1.09449,0.48246000000000006,-0.6111300000000001,0.24923,-0.31685,0.31287,0.63779,-1.1190200000000001,0.28783000000000003,1.46191,-0.71126,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
48.0,1.09449,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-2.05048,0.80523,0.29338000000000003,0.9415600000000001,1.1340700000000001,-2.55524,-1.18084,0.0,1.0,0.0,0.0,0.0
49.0,1.09449,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
50.0,-0.07854,0.48246000000000006,1.16365,0.9608200000000001,-0.22166,0.82562,-0.57545,-1.97495,-0.91699,0.25953000000000004,0.52975,1.2247,0.0,1.0,0.0,0.0,0.0
51.0,0.49788000000000004,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
52.0,1.09449,-0.48246000000000006,-0.059210000000000006,0.24923,-0.31685,1.13281,0.9624799999999999,-0.58331,-0.91699,-1.92173,1.8620299999999999,1.92173,0.0,1.0,0.0,0.0,0.0
53.0,1.82213,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.14882,0.0033200000000000005,-1.42424,0.28783000000000003,-0.78155,0.52975,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
54.0,1.09449,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-1.43907,-0.15487,1.0623799999999999,0.28783000000000003,0.25953000000000004,-0.21711999999999998,-0.21575,0.0,1.0,0.0,0.0,0.0
55.0,1.82213,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,0.0,1.0,1.0,0.0,0.0
56.0,1.82213,0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,0.04257,-0.69509,-1.1190200000000001,-0.45321000000000006,-0.40581,-1.37983,-2.07848,0.0,1.0,0.0,0.0,0.0
57.0,0.49788000000000004,0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,0.04257,0.0033200000000000005,-1.68062,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
58.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.58016,0.63779,-1.97495,0.28783000000000003,0.7583,-0.71126,-0.52593,0.0,1.0,0.0,0.0,0.0
59.0,1.09449,-0.48246000000000006,-1.22751,0.9608200000000001,-0.31685,0.22393000000000002,0.63779,-0.019280000000000002,-0.45321000000000006,-0.40581,1.8620299999999999,1.2247,0.0,1.0,1.0,0.0,0.0
60.0,1.09449,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.46725,-1.23177,-1.2755299999999998,-1.6209,-0.14277,-1.37983,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
61.0,-0.07854,0.48246000000000006,1.98437,0.9608200000000001,-0.31685,1.37297,0.32197,0.29338000000000003,-0.30172,-0.27607,-1.37983,0.07987000000000001,1.0,1.0,0.0,0.0,0.0
62.0,1.09449,-0.48246000000000006,1.16365,0.9608200000000001,-0.50212,-2.21844,1.58487,1.24033,0.13136,1.3061200000000002,-1.37983,-1.18084,0.0,1.0,0.0,0.0,0.0
63.0,-0.07854,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,0.0,1.0,0.0,0.0,0.0
64.0,1.09449,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,1.02119,-0.30033000000000004,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,0.0,1.0,0.0,0.0,0.0
65.0,1.09449,-0.48246000000000006,1.98437,0.9608200000000001,-0.31685,-1.5507799999999998,0.47617,1.0623799999999999,-0.45321000000000006,0.9394899999999999,-1.37983,-0.52593,0.0,1.0,1.0,0.0,0.0
66.0,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,0.73545,0.47617,-0.8473200000000001,1.11406,0.5848899999999999,0.52975,-0.21575,1.0,1.0,0.0,0.0,0.0
67.0,1.09449,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-1.05308,-0.69509,-1.1190200000000001,1.2861,0.41594,-0.71126,-1.18084,0.0,0.0,0.0,0.0,0.0
68.0,-0.07854,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-0.34799,-0.30033000000000004,1.0623799999999999,-0.91699,-0.14277,0.88113,-0.21575,0.0,1.0,0.0,0.0,0.0
69.0,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.28519,-0.31685,-0.92104,0.0033200000000000005,0.29338000000000003,-0.15487,-0.27607,-0.21711999999999998,0.07987000000000001,0.0,1.0,1.0,0.0,0.0
70.0,1.09449,0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-0.051879999999999996,-0.69509,-1.68062,0.28783000000000003,-0.00665,-1.37983,-0.8463700000000001,1.0,0.0,0.0,0.0,0.0
71.0,-0.07854,-0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,-0.34799,-0.30033000000000004,0.14143,-1.92595,-0.27607,0.52975,0.7654,0.0,1.0,1.0,0.0,0.0
72.0,1.09449,0.48246000000000006,-1.22751,0.24923,-0.31685,-0.46725,1.11406,-0.31776,1.11406,0.12330999999999999,-2.55524,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
73.0,1.09449,-0.48246000000000006,-1.22751,0.9608200000000001,-0.31685,-1.5507799999999998,0.9624799999999999,-0.019280000000000002,0.43851999999999997,0.9394899999999999,0.19268,0.40148,0.0,1.0,0.0,0.0,0.0
74.0,1.09449,-0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,-0.67825,-0.57545,-0.31776,0.28783000000000003,1.1340700000000001,-0.71126,-0.21575,0.0,1.0,0.0,0.0,0.0
75.0,2.59171,0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-1.1943,-1.7625,-2.8595,-1.47955,0.25953000000000004,0.52975,-2.07848,0.0,1.0,0.0,0.0,0.0
76.0,-0.07854,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.14882,0.16767,-1.55521,-0.7609600000000001,-0.40581,0.52975,-0.21575,0.0,1.0,0.0,0.0,0.0
77.0,1.09449,0.48246000000000006,-1.43719,0.24923,-0.31685,-0.34799,-0.69509,-1.55521,0.43851999999999997,0.5848899999999999,-2.55524,-2.07848,0.0,1.0,0.0,0.0,0.0
78.0,0.49788000000000004,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21711999999999998,-2.07848,0.0,1.0,0.0,0.0,0.0
79.0,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,0.0,1.0,0.0,0.0,0.0
80.0,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21711999999999998,-0.21575,0.0,1.0,0.0,0.0,0.0
81.0,2.59171,0.48246000000000006,1.98437,0.24923,-0.31685,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21711999999999998,-0.21575,1.0,1.0,0.0,0.0,0.0
82.0,1.82213,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.79151,-1.23177,-0.019280000000000002,-0.91699,-0.14277,0.88113,0.40148,0.0,1.0,0.0,0.0,0.0
83.0,1.82213,-0.48246000000000006,1.16365,0.24923,-0.31685,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21711999999999998,-1.18084,0.0,1.0,0.0,0.0,0.0
84.0,1.82213,0.48246000000000006,-1.43719,0.9608200000000001,-0.22166,1.02119,-0.9477899999999999,-1.1190200000000001,1.45039,-1.6410099999999999,0.19268,-0.21575,1.0,1.0,0.0,0.0,0.0
85.0,1.09449,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
86.0,-0.07854,0.48246000000000006,-1.22751,0.9608200000000001,-0.31685,-0.46725,0.0033200000000000005,-1.55521,0.13136,0.41594,0.52975,1.2247,0.0,1.0,0.0,0.0,0.0
87.0,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,0.73545,-0.15487,-1.1190200000000001,0.13136,-0.14277,-0.21711999999999998,0.40148,0.0,1.0,0.0,0.0,0.0
88.0,1.82213,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-0.92104,0.16767,-0.45174,-0.30172,0.25953000000000004,-0.71126,0.40148,0.0,1.0,0.0,0.0,0.0
89.0,0.49788000000000004,0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,0.31287,-1.92173,-1.42424,-0.7609600000000001,-0.52745,-1.37983,-2.07848,0.0,1.0,0.0,0.0,0.0
90.0,0.49788000000000004,0.48246000000000006,1.16365,0.9608200000000001,-0.31685,0.9109299999999999,-0.57545,0.29338000000000003,-0.60633,-0.27607,0.52975,-0.21575,0.0,1.0,0.0,0.0,0.0
91.0,0.49788000000000004,0.48246000000000006,1.16365,0.9608200000000001,-0.31685,1.37297,0.32197,0.7233,0.28783000000000003,-0.78155,-1.37983,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
92.0,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,0.24923,-0.31685,0.41667,-0.43998999999999994,0.7233,0.28783000000000003,0.7583,0.88113,0.7654,1.0,1.0,0.0,0.0,0.0
93.0,-0.07854,-0.48246000000000006,-1.22751,0.9608200000000001,-0.31685,-1.5507799999999998,-0.30033000000000004,-0.45174,0.28783000000000003,-0.00665,-0.71126,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
94.0,2.59171,0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-0.14882,-0.80615,-0.97631,0.7609600000000001,0.41594,-1.37983,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
95.0,1.09449,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,1.0,1.0,0.0,0.0,0.0
96.0,1.09449,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-0.46725,0.32197,1.0623799999999999,-1.6209,1.1340700000000001,0.52975,-0.21575,0.0,1.0,0.0,0.0,0.0
97.0,0.49788000000000004,0.48246000000000006,0.45468000000000003,0.24923,-0.31685,0.13606,-1.09207,0.29338000000000003,-0.15487,0.7583,-1.37983,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
98.0,1.09449,0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
99.0,0.49788000000000004,-0.48246000000000006,1.98437,0.24923,-0.31685,-1.1943,-0.43998999999999994,-0.019280000000000002,-0.60633,0.9394899999999999,-0.21711999999999998,1.2247,0.0,1.0,0.0,0.0,0.0
100.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.67825,3.00537,0.7233,0.9415600000000001,1.6308799999999999,0.52975,0.40148,1.0,1.0,0.0,0.0,0.0
101.0,-0.07854,-0.48246000000000006,1.16365,-0.28519,-0.31685,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21711999999999998,1.2247,1.0,1.0,1.0,0.0,0.0
102.0,1.09449,0.48246000000000006,-1.7379,-0.09765,-0.31685,-0.58016,0.47617,-1.68062,-0.15487,0.9394899999999999,-1.37983,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
103.0,1.09449,-0.48246000000000006,-1.22751,0.9608200000000001,-0.31685,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,1.0,1.0,1.0,0.0,0.0
104.0,1.09449,0.48246000000000006,-0.059210000000000006,0.24923,-0.31685,0.04257,0.63779,-0.31776,-0.30172,0.12330999999999999,0.19268,0.7654,0.0,1.0,0.0,0.0,0.0
105.0,-0.07854,0.48246000000000006,-0.6111300000000001,0.24923,-0.31685,-0.92104,0.16767,-0.17779,1.11406,0.5848899999999999,-0.71126,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
106.0,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,-2.21844,0.47617,-1.82919,-0.7609600000000001,2.04506,-1.37983,-1.5485799999999998,0.0,1.0,0.0,0.0,0.0
107.0,-0.07854,0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,1.02119,-0.30033000000000004,-1.82919,0.28783000000000003,-0.40581,-1.37983,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
108.0,0.49788000000000004,0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,0.13606,0.0033200000000000005,-1.2755299999999998,-0.7609600000000001,0.5848899999999999,0.52975,-0.21575,0.0,1.0,1.0,0.0,0.0
109.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.46725,2.127,0.14143,0.13136,0.7583,1.8620299999999999,1.2247,1.0,1.0,1.0,0.0,0.0
110.0,1.09449,0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
111.0,1.09449,-0.48246000000000006,1.16365,0.9608200000000001,-0.50212,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,0.0,1.0,0.0,0.0,0.0
112.0,-0.07854,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,0.31287,-1.09207,-0.8473200000000001,-0.60633,-0.65253,0.19268,0.40148,0.0,1.0,0.0,0.0,0.0
113.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-1.1943,0.32197,0.8830899999999999,-1.21213,-0.78155,-0.21711999999999998,-0.21575,0.0,1.0,0.0,0.0,0.0
114.0,1.09449,0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,0.04257,0.63779,0.29338000000000003,0.13136,0.7583,0.19268,-0.21575,0.0,1.0,0.0,0.0,0.0
115.0,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,0.9608200000000001,-0.31685,-2.3436,1.9388599999999998,1.43533,-0.7609600000000001,-1.3850200000000001,1.8620299999999999,1.2247,0.0,1.0,0.0,0.0,0.0
116.0,-0.07854,0.48246000000000006,-0.059210000000000006,0.24923,-0.31685,0.22393000000000002,-0.57545,-0.8473200000000001,0.28783000000000003,1.1340700000000001,-1.37983,-2.07848,0.0,1.0,0.0,0.0,0.0
117.0,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,0.24923,-0.31685,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,0.0,1.0,0.0,0.0,0.0
118.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,1.6038299999999999,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,1.0,1.0,1.0,0.0,0.0
119.0,0.49788000000000004,0.48246000000000006,-0.6111300000000001,-0.57009,-0.31685,1.8399,-1.92173,-2.39883,1.11406,0.25953000000000004,-0.21711999999999998,-1.5485799999999998,1.0,1.0,0.0,0.0,0.0
120.0,0.49788000000000004,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.34799,0.63779,-0.97631,0.28783000000000003,1.46191,-0.21711999999999998,-0.8463700000000001,0.0,1.0,0.0,0.0,0.0
121.0,-0.07854,0.48246000000000006,1.16365,0.9608200000000001,-0.31685,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,0.0,1.0,0.0,0.0,0.0
122.0,0.49788000000000004,0.48246000000000006,-0.059210000000000006,0.9608200000000001,-0.31685,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
123.0,1.82213,-0.48246000000000006,1.16365,0.9608200000000001,-0.31685,0.22393000000000002,0.16767,-0.17779,-0.30172,-0.89891,-0.21711999999999998,-0.52593,0.0,1.0,0.0,0.0,0.0
124.0,-0.07854,0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,0.22393000000000002,-0.69509,-0.45174,-0.01729,0.12330999999999999,1.29221,0.07987000000000001,0.0,1.0,0.0,0.0,0.0
125.0,1.09449,-0.48246000000000006,-1.7379,0.9608200000000001,-0.31685,-0.34799,1.9388599999999998,0.29338000000000003,0.43851999999999997,0.5848899999999999,-0.21711999999999998,-0.21575,0.0,1.0,0.0,0.0,0.0
126.0,1.82213,-0.48246000000000006,0.45468000000000003,0.9608200000000001,-0.31685,-0.46725,1.2861,0.44585,0.13136,1.1340700000000001,0.52975,0.40148,0.0,1.0,0.0,0.0,0.0
